timestamp_utc,paper_trade_id,market,stance,entry_price,implied_probability,estimated_fair_value,estimated_edge,simulated_size,confidence,status
2026-06-16T17:15:38Z,PT-20260616-189,Polymarket Atlanta/KATL Jun 16 highest temperature 72-73F YES,BUY_YES,0.51,0.51,0.58-0.68,+0.07 to +0.17,5,low-to-medium-low,open
