timestamp_utc,paper_trade_id,market,stance,entry_price,implied_probability,estimated_fair_low,estimated_fair_high,simulated_size_usd,confidence,status
2026-06-16T21:12:38Z,PT-20260616-190,Polymarket Chicago/KORD Jun 17 highest temperature 68-69F YES,BUY_YES,0.26,0.26,0.32,0.42,5,low-to-medium-low,open
