timestamp_utc,trade_id,market,stance,simulated_size_usd,entry_price,implied_probability,estimated_fair_value,confidence,status,outcome
2026-06-14T07:07:58Z,PT-20260614-149,"Polymarket Chicago/KORD Jun 14 highest temperature 72-73F YES",BUY_YES,5,35c,35%,"44%-54%",Low-to-medium-low,Open,Unresolved
